leaguename,matchdate,matchday,hometeam,awayteam,homescore,awayscore,attendance
"Allsvenskan 1966",1966-08-03,1,"IK Brage","Örgryte IS",1,3,5145
"Allsvenskan 1966",1966-08-03,1,"IFK Göteborg","Degerfors IF",4,2,5559
"Allsvenskan 1966",1966-08-03,1,"Helsingborgs IF",AIK,2,2,5308
"Allsvenskan 1966",1966-08-07,1,"Örebro SK","IFK Norrköping",0,3,6134
"Allsvenskan 1966",1966-08-08,1,"Djurgårdens IF","Malmö FF",3,0,10357
"Allsvenskan 1966",1966-08-08,1,GAIS,"IF Elfsborg",0,2,10382
"Allsvenskan 1966",1966-04-24,2,AIK,"IK Brage",4,0,10486
"Allsvenskan 1966",1966-04-24,2,"IF Elfsborg","Örebro SK",2,1,6440
"Allsvenskan 1966",1966-04-24,2,"Malmö FF",GAIS,2,0,9563
"Allsvenskan 1966",1966-04-24,2,"IFK Norrköping","IFK Göteborg",4,1,8795
"Allsvenskan 1966",1966-04-24,2,"Örgryte IS","Djurgårdens IF",1,3,6930
"Allsvenskan 1966",1966-05-26,2,"Degerfors IF","Helsingborgs IF",0,0,2260
"Allsvenskan 1966",1966-05-01,3,"IK Brage","Helsingborgs IF",2,2,7366
"Allsvenskan 1966",1966-05-01,3,"Djurgårdens IF","IFK Göteborg",2,0,9306
"Allsvenskan 1966",1966-05-01,3,"IF Elfsborg","Degerfors IF",3,0,9244
"Allsvenskan 1966",1966-05-01,3,GAIS,"IFK Norrköping",1,1,13787
"Allsvenskan 1966",1966-05-01,3,"Malmö FF",AIK,2,0,15393
"Allsvenskan 1966",1966-05-01,3,"Örebro SK","Örgryte IS",2,3,5742
"Allsvenskan 1966",1966-05-05,4,"IFK Norrköping","Djurgårdens IF",3,0,9543
"Allsvenskan 1966",1966-05-05,4,"Örgryte IS","Malmö FF",1,1,9672
"Allsvenskan 1966",1966-05-08,4,AIK,"IF Elfsborg",1,2,12146
"Allsvenskan 1966",1966-05-08,4,"Degerfors IF",GAIS,0,1,3502
"Allsvenskan 1966",1966-05-08,4,"IFK Göteborg","IK Brage",3,2,8705
"Allsvenskan 1966",1966-05-08,4,"Helsingborgs IF","Örebro SK",3,1,6554
"Allsvenskan 1966",1966-05-12,5,"Örgryte IS","IF Elfsborg",2,2,23775
"Allsvenskan 1966",1966-05-15,5,AIK,GAIS,0,0,9624
"Allsvenskan 1966",1966-05-15,5,"Degerfors IF","Djurgårdens IF",1,3,3244
"Allsvenskan 1966",1966-05-15,5,"IFK Göteborg","Helsingborgs IF",1,0,8567
"Allsvenskan 1966",1966-05-15,5,"Malmö FF","Örebro SK",3,3,9735
"Allsvenskan 1966",1966-05-15,5,"IFK Norrköping","IK Brage",3,1,9195
"Allsvenskan 1966",1966-05-22,6,"IK Brage","Degerfors IF",1,0,8432
"Allsvenskan 1966",1966-05-22,6,"IF Elfsborg","Malmö FF",2,2,17008
"Allsvenskan 1966",1966-05-22,6,GAIS,"Örgryte IS",3,2,19990
"Allsvenskan 1966",1966-05-22,6,"Helsingborgs IF","IFK Norrköping",2,5,10212
