leaguename,matchdate,matchday,hometeam,awayteam,homescore,awayscore,attendance
"Allsvenskan 1967",1967-04-12,1,"Djurgårdens IF","Helsingborgs IF",2,0,10832
"Allsvenskan 1967",1967-04-13,1,"Malmö FF",AIK,2,1,11774
"Allsvenskan 1967",1967-04-13,1,"Örgryte IS","IFK Norrköping",2,0,17442
"Allsvenskan 1967",1967-04-15,1,"IF Elfsborg","IFK Göteborg",3,0,12673
"Allsvenskan 1967",1967-04-16,1,GAIS,"IFK Holmsund",1,1,9190
"Allsvenskan 1967",1967-04-16,1,"Hammarby IF","Örebro SK",0,2,6318
"Allsvenskan 1967",1967-04-20,2,"IFK Göteborg","Malmö FF",4,2,9999
"Allsvenskan 1967",1967-04-20,2,"IFK Norrköping","Djurgårdens IF",0,1,13836
"Allsvenskan 1967",1967-04-23,2,AIK,GAIS,2,0,7461
"Allsvenskan 1967",1967-04-23,2,"Helsingborgs IF","IF Elfsborg",3,2,9337
"Allsvenskan 1967",1967-04-23,2,"Örebro SK","Örgryte IS",1,2,6374
"Allsvenskan 1967",1967-05-04,2,"IFK Holmsund","Hammarby IF",2,1,6049
"Allsvenskan 1967",1967-04-26,3,"Djurgårdens IF","Malmö FF",0,0,12769
"Allsvenskan 1967",1967-04-27,3,"IFK Norrköping","Hammarby IF",1,0,13453
"Allsvenskan 1967",1967-04-27,3,"Örgryte IS",GAIS,1,4,18413
"Allsvenskan 1967",1967-04-30,3,"Örebro SK","IF Elfsborg",2,0,4825
"Allsvenskan 1967",1967-05-01,3,"IFK Göteborg",AIK,2,3,16223
"Allsvenskan 1967",1967-05-01,3,"Helsingborgs IF","IFK Holmsund",4,1,10771
"Allsvenskan 1967",1967-05-03,4,"Malmö FF","Örgryte IS",3,0,12628
"Allsvenskan 1967",1967-05-04,4,"IF Elfsborg","Djurgårdens IF",1,2,13133
"Allsvenskan 1967",1967-05-05,4,AIK,"Örebro SK",1,0,7697
"Allsvenskan 1967",1967-05-07,4,GAIS,"IFK Norrköping",1,2,9748
"Allsvenskan 1967",1967-05-07,4,"Hammarby IF","Helsingborgs IF",0,2,5375
"Allsvenskan 1967",1967-05-07,4,"IFK Holmsund","IFK Göteborg",1,3,6232
"Allsvenskan 1967",1967-05-09,5,"Örgryte IS","Djurgårdens IF",0,1,15463
"Allsvenskan 1967",1967-05-10,5,AIK,"Hammarby IF",2,0,15241
"Allsvenskan 1967",1967-05-11,5,"IFK Göteborg",GAIS,1,2,21941
"Allsvenskan 1967",1967-05-11,5,"Helsingborgs IF","Malmö FF",0,2,20983
"Allsvenskan 1967",1967-05-11,5,"IFK Norrköping","IF Elfsborg",1,1,12743
"Allsvenskan 1967",1967-05-11,5,"Örebro SK","IFK Holmsund",3,1,7381
"Allsvenskan 1967",1967-05-19,6,"Hammarby IF","IFK Göteborg",2,2,4200
"Allsvenskan 1967",1967-05-21,6,"Djurgårdens IF","Örebro SK",2,2,7757
"Allsvenskan 1967",1967-05-21,6,"IF Elfsborg","Örgryte IS",4,4,11035
"Allsvenskan 1967",1967-05-21,6,GAIS,"Helsingborgs IF",0,0,12878
"Allsvenskan 1967",1967-05-21,6,"IFK Holmsund",AIK,0,2,6016
"Allsvenskan 1967",1967-05-21,6,"Malmö FF","IFK Norrköping",1,0,18946
"Allsvenskan 1967",1967-05-15,7,GAIS,"Örebro SK",2,0,7423
"Allsvenskan 1967",1967-05-24,7,"Malmö FF","Hammarby IF",4,2,11991
"Allsvenskan 1967",1967-05-24,7,"Örgryte IS","IFK Göteborg",1,1,26752
"Allsvenskan 1967",1967-05-25,7,"Djurgårdens IF",AIK,1,1,44130
"Allsvenskan 1967",1967-05-25,7,"IF Elfsborg","IFK Holmsund",4,1,9622
"Allsvenskan 1967",1967-05-25,7,"IFK Norrköping","Helsingborgs IF",1,0,13338
"Allsvenskan 1967",1967-06-04,8,AIK,"IF Elfsborg",6,1,9662
"Allsvenskan 1967",1967-06-04,8,"IFK Göteborg","Djurgårdens IF",3,3,12835
"Allsvenskan 1967",1967-06-04,8,"Helsingborgs IF","Örgryte IS",4,1,7935
"Allsvenskan 1967",1967-06-04,8,"IFK Holmsund","Malmö FF",0,2,4512
"Allsvenskan 1967",1967-06-04,8,"Örebro SK","IFK Norrköping",0,1,7861
"Allsvenskan 1967",1967-06-06,8,"Hammarby IF",GAIS,1,0,6098
"Allsvenskan 1967",1967-06-13,9,"IFK Göteborg","Helsingborgs IF",1,2,9458
"Allsvenskan 1967",1967-06-13,9,"Örebro SK","Malmö FF",1,0,5747
"Allsvenskan 1967",1967-06-14,9,AIK,"IFK Norrköping",1,0,18405
"Allsvenskan 1967",1967-06-15,9,GAIS,"IF Elfsborg",3,0,8292
"Allsvenskan 1967",1967-06-15,9,"Hammarby IF","Djurgårdens IF",2,1,16639
"Allsvenskan 1967",1967-06-15,9,"IFK Holmsund","Örgryte IS",1,3,4553
"Allsvenskan 1967",1967-06-18,10,"IF Elfsborg","Hammarby IF",3,1,7959
"Allsvenskan 1967",1967-06-18,10,"Helsingborgs IF","Örebro SK",1,2,9209
"Allsvenskan 1967",1967-06-18,10,"Malmö FF",GAIS,2,1,9437
"Allsvenskan 1967",1967-06-20,10,"IFK Norrköping","IFK Göteborg",1,0,8583
"Allsvenskan 1967",1967-06-20,10,"Örgryte IS",AIK,5,0,11700
"Allsvenskan 1967",1967-06-21,10,"Djurgårdens IF","IFK Holmsund",4,2,4294
"Allsvenskan 1967",1967-06-27,11,"Djurgårdens IF",GAIS,2,0,5545
"Allsvenskan 1967",1967-06-28,11,"Malmö FF","IF Elfsborg",0,0,9218
"Allsvenskan 1967",1967-06-29,11,AIK,"Helsingborgs IF",3,4,12373
"Allsvenskan 1967",1967-06-29,11,"IFK Holmsund","IFK Norrköping",1,0,2962
"Allsvenskan 1967",1967-06-29,11,"Örebro SK","IFK Göteborg",2,0,6973
"Allsvenskan 1967",1967-06-29,11,"Örgryte IS","Hammarby IF",2,1,8529
"Allsvenskan 1967",1967-08-13,12,"IF Elfsborg","Malmö FF",2,3,6697
"Allsvenskan 1967",1967-08-13,12,GAIS,"Djurgårdens IF",2,1,5764
"Allsvenskan 1967",1967-08-13,12,"Hammarby IF","Örgryte IS",3,3,7637
"Allsvenskan 1967",1967-08-13,12,"Helsingborgs IF",AIK,0,1,7660
"Allsvenskan 1967",1967-08-15,12,"IFK Göteborg","Örebro SK",3,3,6789
"Allsvenskan 1967",1967-08-15,12,"IFK Norrköping","IFK Holmsund",6,2,6247
"Allsvenskan 1967",1967-08-17,13,"Örgryte IS","Helsingborgs IF",2,3,6973
"Allsvenskan 1967",1967-08-20,13,"Djurgårdens IF","IFK Göteborg",3,1,3088
"Allsvenskan 1967",1967-08-20,13,"IF Elfsborg",AIK,1,1,8931
"Allsvenskan 1967",1967-08-20,13,"Malmö FF","IFK Holmsund",8,0,8084
"Allsvenskan 1967",1967-08-22,13,GAIS,"Hammarby IF",1,0,6929
"Allsvenskan 1967",1967-08-22,13,"IFK Norrköping","Örebro SK",2,3,11505
"Allsvenskan 1967",1967-08-24,14,AIK,"Djurgårdens IF",0,0,23938
"Allsvenskan 1967",1967-08-24,14,"IFK Göteborg","Örgryte IS",4,1,22730
"Allsvenskan 1967",1967-08-27,14,"Hammarby IF","Malmö FF",1,1,8620
"Allsvenskan 1967",1967-08-27,14,"Helsingborgs IF","IFK Norrköping",1,2,11253
"Allsvenskan 1967",1967-08-27,14,"IFK Holmsund","IF Elfsborg",1,4,2930
"Allsvenskan 1967",1967-08-27,14,"Örebro SK",GAIS,0,1,7767
"Allsvenskan 1967",1967-09-07,15,GAIS,"Örgryte IS",3,1,14085
"Allsvenskan 1967",1967-09-07,15,"Hammarby IF","IFK Norrköping",1,1,7821
"Allsvenskan 1967",1967-09-10,15,AIK,"IFK Göteborg",0,1,4845
"Allsvenskan 1967",1967-09-10,15,"IF Elfsborg","Örebro SK",5,1,8658
"Allsvenskan 1967",1967-09-10,15,"IFK Holmsund","Helsingborgs IF",1,4,1710
"Allsvenskan 1967",1967-09-10,15,"Malmö FF","Djurgårdens IF",3,0,19833
"Allsvenskan 1967",1967-09-14,16,"Djurgårdens IF","IF Elfsborg",1,5,5235
"Allsvenskan 1967",1967-09-14,16,"IFK Norrköping",GAIS,1,0,8443
"Allsvenskan 1967",1967-09-14,16,"Örgryte IS","Malmö FF",0,1,8779
"Allsvenskan 1967",1967-09-17,16,"IFK Göteborg","IFK Holmsund",5,0,4634
"Allsvenskan 1967",1967-09-17,16,"Helsingborgs IF","Hammarby IF",2,1,7110
"Allsvenskan 1967",1967-09-17,16,"Örebro SK",AIK,3,0,6577
"Allsvenskan 1967",1967-09-21,17,GAIS,"IFK Göteborg",1,4,18500
"Allsvenskan 1967",1967-09-21,17,"Hammarby IF",AIK,3,1,5095
"Allsvenskan 1967",1967-09-24,17,"IF Elfsborg","IFK Norrköping",1,2,13895
"Allsvenskan 1967",1967-09-24,17,"IFK Holmsund","Örebro SK",0,2,1486
"Allsvenskan 1967",1967-09-24,17,"Malmö FF","Helsingborgs IF",1,2,29328
"Allsvenskan 1967",1967-09-26,17,"Djurgårdens IF","Örgryte IS",1,1,4801
"Allsvenskan 1967",1967-09-28,18,"IFK Göteborg","Hammarby IF",1,0,8883
"Allsvenskan 1967",1967-10-01,18,AIK,"IFK Holmsund",6,2,3113
"Allsvenskan 1967",1967-10-01,18,"Helsingborgs IF",GAIS,3,2,8795
"Allsvenskan 1967",1967-10-01,18,"IFK Norrköping","Malmö FF",2,2,16761
"Allsvenskan 1967",1967-10-01,18,"Örebro SK","Djurgårdens IF",2,2,5112
"Allsvenskan 1967",1967-10-01,18,"Örgryte IS","IF Elfsborg",2,2,8453
"Allsvenskan 1967",1967-10-08,19,"Djurgårdens IF","Hammarby IF",2,1,3261
"Allsvenskan 1967",1967-10-08,19,"IF Elfsborg",GAIS,0,2,5884
"Allsvenskan 1967",1967-10-08,19,"Helsingborgs IF","IFK Göteborg",3,1,6299
"Allsvenskan 1967",1967-10-08,19,"Malmö FF","Örebro SK",3,1,8163
"Allsvenskan 1967",1967-10-08,19,"IFK Norrköping",AIK,1,1,9336
"Allsvenskan 1967",1967-10-08,19,"Örgryte IS","IFK Holmsund",7,2,2633
"Allsvenskan 1967",1967-10-12,20,AIK,"Örgryte IS",2,0,3598
"Allsvenskan 1967",1967-10-12,20,GAIS,"Malmö FF",1,7,6719
"Allsvenskan 1967",1967-10-15,20,"IFK Göteborg","IFK Norrköping",1,0,7451
"Allsvenskan 1967",1967-10-15,20,"Hammarby IF","IF Elfsborg",0,1,1356
"Allsvenskan 1967",1967-10-15,20,"IFK Holmsund","Djurgårdens IF",1,7,507
"Allsvenskan 1967",1967-10-15,20,"Örebro SK","Helsingborgs IF",1,1,4962
"Allsvenskan 1967",1967-10-19,21,"Hammarby IF","IFK Holmsund",1,3,640
"Allsvenskan 1967",1967-10-19,21,"Örgryte IS","Örebro SK",1,3,1251
"Allsvenskan 1967",1967-10-22,21,"Djurgårdens IF","IFK Norrköping",0,0,5297
"Allsvenskan 1967",1967-10-22,21,"IF Elfsborg","Helsingborgs IF",4,2,5799
"Allsvenskan 1967",1967-10-22,21,GAIS,AIK,3,3,2741
"Allsvenskan 1967",1967-10-22,21,"Malmö FF","IFK Göteborg",2,2,9962
"Allsvenskan 1967",1967-10-29,22,AIK,"Malmö FF",1,4,6360
"Allsvenskan 1967",1967-10-29,22,"IFK Göteborg","IF Elfsborg",1,2,4416
"Allsvenskan 1967",1967-10-29,22,"Helsingborgs IF","Djurgårdens IF",1,4,10102
"Allsvenskan 1967",1967-10-29,22,"IFK Holmsund",GAIS,1,2,137
"Allsvenskan 1967",1967-10-29,22,"IFK Norrköping","Örgryte IS",2,1,4422
"Allsvenskan 1967",1967-10-29,22,"Örebro SK","Hammarby IF",3,2,3138
